Feature name (optional)	Standard gene name (optional)	Chromosome (optional)	Start_coordinate (optional)	Stop_coordinate (optional)	Strand (optional)	Description (optional)	rep("Saccharomyces cerevisiae", nrow(inter))	paste0("https://www.yeastgenome.org/locus/", annotations_SC[,
YAR019C	CDC15	1	175135	172211	C	Protein kinase of the Mitotic Exit Network; localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II; relocalizes to the cytoplasm upon DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000072
YAR020C	PAU7	1	177023	176856	C	Member of the seripauperin multigene family; active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000073
YAR023C		1	179820	179281	C	Putative integral membrane protein; member of DUP240 gene family	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000074
YAR027W	UIP3	1	183770	184477	W	Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000075
YAR028W		1	184892	185596	W	Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000076
YAR029W		1	186321	186545	W	Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000077
YAR031W	PRM9	1	186836	187732	W	Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog, PRM8, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000078
YAR030C		1	186853	186512	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001821
YAR033W	MST28	1	188107	188811	W	Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog, MST27, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000079
YAR035W	YAT1	1	190193	192256	W	Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000080
YAR035C-A		1	192417	192337	C	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; predicted to have a role in cell budding based on computational "guilt by association" analysis	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028595
YAR042W	SWH1	1	192619	196185	W	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog, OSH2, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000081
YAR047C		1	201787	201467	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000083
YAR050W	FLO1	1	203403	208016	W	Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO1 has a paralog, FLO5, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000084
YAR053W		1	208367	208663	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000085
YAR060C		1	217492	217157	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YAR060C has a paralog, YHR212C, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000086
YAR064W		1	220198	220497	W	Pseudogenic fragment with similarity to flocculins; YAR064W has a paralog, YHR213W-B, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000089
YAR066W		1	221049	221660	W	Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YAR066W has a paralog, YHR214W, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000002144
YAR068W		1	222406	222891	W	Fungal-specific protein of unknown function; induced in respiratory-deficient cells; YAR068W has a paralog, YHR214W-A, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000091
YAR069C		1	224304	224011	C	Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR069C has a paralog, YHR214C-D, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000092
YAR070C		1	224862	224563	C	Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR070C has a paralog, YHR214C-B, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000093
YAR071W	PHO11	1	225460	226863	W	One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2; PHO11 has a paralog, PHO12, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000094
YAR073W	IMD1	1	227742	228953	W	Nonfunctional protein with homology to IMP dehydrogenase; blocked reading frame, located close to the telomere; not expressed at detectable levels; YAR073W and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000095
YAR075W		1	228844	229317	W	Non-functional protein with homology IMP dehydrogenase; YAR073W/IMD1 and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000002145
YJL225W-A		10	829	1311	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YJL225C	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028665
YJL225C		10	6130	466	C	Putative Y' element ATP-dependent helicase	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003760
YJL223C	PAU1	10	9138	8776	C	Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; active during alcoholic fermentation; regulated by anaerobiosis, negatively regulated by oxygen; repressed by heme; identical to Pau14p	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003759
YJL222W-B		10	9346	9483	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028664
YJL222W-A		10	9452	9679	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028663
YJL222W	VTH2	10	11475	16124	W	Putative membrane glycoprotein; has strong similarity to Vth1p and Pep1p/Vps10p; may be involved in vacuolar protein sorting	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003758
YJL220W		10	18243	18695	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL221C/FSP2	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003756
YJL221C	IMA4	10	18536	16767	C	Alpha-glucosidase; weak, but broad substrate specificity for alpha-1,4- and alpha-1,6-glucosides; member of IMA isomaltase family; not required for isomaltose utilization, but Ima4p overexpression allows the ima1 null mutant to grow on isomaltose; identical to IMA3	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003757
YJL219W	HXT9	10	19497	21200	W	Putative hexose transporter that is nearly identical to Hxt11p; has similarity to major facilitator superfamily (MFS) transporters, expression of HXT9 is regulated by transcription factors Pdr1p and Pdr3p	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003755
YJL218W		10	21973	22563	W	Putative acetyltransferase; similar to bacterial galactoside O-acetyltransferases; induced by oleate in an OAF1/PIP2-dependent manner; promoter contains an oleate response element consensus sequence; non-essential gene	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003754
YJL217W	REE1	10	23133	23729	W	Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003753
YJL216C	IMA5	10	26086	24341	C	Alpha-glucosidase; specificity for isomaltose, maltose, and palatinose, but not alpha-methylglucoside; most distant member of the IMA isomaltase family, but with similar catalytic properties as Ima1p and Ima2p; not required for isomaltose utilization, but Ima5p overexpression allows the ima1 null mutant to grow on isomaltose; can cleave alpha-1,3 linkage of nigerose and turanose and alpha-1,5 linkage of leucrose and is very sensitive to temperature in vitro	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003752
YJL215C		10	26771	26412	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003751
YJL214W	HXT8	10	26887	28596	W	Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003750
YJL213W		10	32163	33158	W	Protein of unknown function that may interact with ribosomes; periodically expressed during the yeast metabolic cycle; phosphorylated in vitro by the mitotic exit network (MEN) kinase complex, Dbf2p/Mob1p	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003749
YJL212C	OPT1	10	36249	33850	C	Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003748
YJL210W	PEX2	10	36919	37734	W	RING-finger peroxin and E3 ubiquitin ligase; peroxisomal membrane protein with a C-terminal zinc-binding RING domain, forms translocation subcomplex with Pex10p and Pex12p which functions in peroxisomal matrix protein import	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003746
YJL211C		10	37200	36757	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL210W/PEX2	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003747
YJL209W	CBP1	10	38005	39969	W	Mitochondrial protein, regulator of COB mRNA stability and translation; interacts with the 5'-untranslated region of the COB mRNA; found in a complex at the inner membrane along with Pet309p; localizes to mitochondrial foci upon DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003745
YJL208C	NUC1	10	41183	40194	C	Major mitochondrial nuclease; has RNAse and DNA endo- and exonucleolytic activities; roles in mitochondrial recombination, apoptosis and maintenance of polyploidy; involved in fragmentation of genomic DNA during PND (programmed nuclear destruction); encodes ortholog of mammalian endoG	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003744
