Feature_name	Primary_SGDID	Feature_type	Feature_qualifier	Alias	Parent_feature_name	Secondary_SGDID	Genetic_position	Coordinate_version	Sequence_version	Description
YAR014C	S000000069	ORF	Verified	protein phosphatase regulator BUD14	chromosome 1		NA	2011-02-03	2004-01-27|1996-07-31|2011-02-03	Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress
YAR015W	S000000070	ORF	Verified	phosphoribosylaminoimidazolesuccinocarboxamide synthase	chromosome 1	L000000031	4	2011-02-03	1996-07-31	N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress
YAR018C	S000000071	ORF	Verified	serine/threonine protein kinase KIN3|NPK1|FUN52	chromosome 1	L000000903	NA	2011-02-03	1996-07-31	Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol
YAR019W-A	S000028735	ORF	Dubious		chromosome 1		NA	2011-02-03	2003-07-29|2011-02-03	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF CDC15/YAR019C
YAR019C	S000000072	ORF	Verified	serine/threonine protein kinase CDC15|LYT1	chromosome 1	L000000255	6	2011-02-03	1996-07-31|2011-02-03	Protein kinase of the Mitotic Exit Network; localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II; relocalizes to the cytoplasm upon DNA replication stress
YAR020C	S000000073	ORF	Verified	seripauperin PAU7	chromosome 1		NA	2011-02-03	1996-07-31	Member of the seripauperin multigene family; active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme
YAR023C	S000000074	ORF	Uncharacterized	DUP240 family protein	chromosome 1		NA	2011-02-03	1996-07-31|2011-02-03	Putative integral membrane protein; member of DUP240 gene family
YAR027W	S000000075	ORF	Verified	DUP240 family protein UIP3	chromosome 1		NA	2011-02-03	1996-07-31	Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family
YAR028W	S000000076	ORF	Uncharacterized	DUP240 family protein	chromosome 1		NA	2011-02-03	1996-07-31	Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS
YAR029W	S000000077	ORF	Uncharacterized	DUP240 family protein	chromosome 1		NA	2011-02-03	1996-07-31	Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
YAR031W	S000000078	ORF	Verified	pheromone-regulated DUP240 family protein PRM9	chromosome 1		NA	2011-02-03	1996-07-31	Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog, PRM8, that arose from a segmental duplication
YAR030C	S000001821	ORF	Dubious		chromosome 1		NA	2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9
YAR033W	S000000079	ORF	Verified	DUP240 family protein MST28	chromosome 1		NA	2011-02-03	1996-07-31	Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog, MST27, that arose from a segmental duplication
YAR035W	S000000080	ORF	Verified	carnitine O-acetyltransferase YAT1	chromosome 1	L000002497	NA	2011-02-03	1996-07-31	Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated
YAR035C-A	S000028595	ORF	Uncharacterized		chromosome 1		NA	2011-02-03	2003-07-29	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; predicted to have a role in cell budding based on computational "guilt by association" analysis
YAR042W	S000000081	ORF	Verified	oxysterol-binding protein related protein SWH1|OSH1|YAR044W	chromosome 1	L000002249	NA	2011-02-03	2003-09-27|2006-01-19|1996-07-31	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog, OSH2, that arose from the whole genome duplication
YAR047C	S000000083	ORF	Dubious		chromosome 1		NA	2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YAR050W	S000000084	ORF	Verified	flocculin FLO1|FLO4|FLO2	chromosome 1	L000000617|L000000616	44	2011-02-03	1998-09-02|1996-07-31	Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO1 has a paralog, FLO5, that arose from a segmental duplication
YAR053W	S000000085	ORF	Dubious		chromosome 1		NA	2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YAR060C	S000000086	ORF	Dubious		chromosome 1		NA	2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YAR060C has a paralog, YHR212C, that arose from a segmental duplication
YAR064W	S000000089	ORF	Uncharacterized		chromosome 1		NA	2011-02-03	1996-07-31	Pseudogenic fragment with similarity to flocculins; YAR064W has a paralog, YHR213W-B, that arose from a segmental duplication
YAR066W	S000002144	ORF	Uncharacterized		chromosome 1		NA	2011-02-03	1996-07-31	Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YAR066W has a paralog, YHR214W, that arose from a segmental duplication
YAR068W	S000000091	ORF	Uncharacterized		chromosome 1		NA	2011-02-03	1996-07-31	Fungal-specific protein of unknown function; induced in respiratory-deficient cells; YAR068W has a paralog, YHR214W-A, that arose from a segmental duplication
YAR069C	S000000092	ORF	Dubious		chromosome 1		NA	2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR069C has a paralog, YHR214C-D, that arose from a segmental duplication
YAR070C	S000000093	ORF	Dubious		chromosome 1		NA	2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR070C has a paralog, YHR214C-B, that arose from a segmental duplication
YAR071W	S000000094	ORF	Verified	acid phosphatase PHO11	chromosome 1	L000001423	48	2011-02-03	1996-07-31	One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2; PHO11 has a paralog, PHO12, that arose from a segmental duplication
YAR073W	S000000095	ORF	Dubious		chromosome 1		NA	2011-02-03	1996-07-31	Nonfunctional protein with homology to IMP dehydrogenase; blocked reading frame, located close to the telomere; not expressed at detectable levels; YAR073W and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication
YAR075W	S000002145	ORF	Dubious		chromosome 1		NA	2011-02-03	1996-07-31	Non-functional protein with homology IMP dehydrogenase; YAR073W/IMD1 and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication
YJL225W-A	S000028665	ORF	Dubious		chromosome 10		NA	2003-07-29	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YJL225C
YJL225C	S000003760	ORF	Uncharacterized	Y' element ATP-dependent helicase	chromosome 10		NA	1996-07-31	1996-07-31	Putative Y' element ATP-dependent helicase
YJL223C	S000003759	ORF	Verified	seripauperin PAU1	chromosome 10	L000001343	NA	1996-07-31	1996-07-31	Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; active during alcoholic fermentation; regulated by anaerobiosis, negatively regulated by oxygen; repressed by heme; identical to Pau14p
YJL222W-B	S000028664	ORF	Dubious		chromosome 10		NA	2003-07-29	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YJL222W-A	S000028663	ORF	Dubious		chromosome 10		NA	2003-07-29	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YJL222W	S000003758	ORF	Verified	signal sequence-binding protein	chromosome 10		NA	1996-07-31	1996-07-31	Putative membrane glycoprotein; has strong similarity to Vth1p and Pep1p/Vps10p; may be involved in vacuolar protein sorting
YJL220W	S000003756	ORF	Dubious		chromosome 10		NA	1996-07-31	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL221C/FSP2
YJL221C	S000003757	ORF	Verified	oligo-1,6-glucosidase IMA4|FSP2	chromosome 10	L000002901	NA	1996-07-31	1996-07-31	Alpha-glucosidase; weak, but broad substrate specificity for alpha-1,4- and alpha-1,6-glucosides; member of IMA isomaltase family; not required for isomaltose utilization, but Ima4p overexpression allows the ima1 null mutant to grow on isomaltose; identical to IMA3
YJL219W	S000003755	ORF	Verified	hexose transporter HXT9	chromosome 10	L000000843	NA	1996-07-31	1996-07-31	Putative hexose transporter that is nearly identical to Hxt11p; has similarity to major facilitator superfamily (MFS) transporters, expression of HXT9 is regulated by transcription factors Pdr1p and Pdr3p
YJL218W	S000003754	ORF	Uncharacterized	acetyltransferase	chromosome 10		NA	1996-07-31	1996-07-31	Putative acetyltransferase; similar to bacterial galactoside O-acetyltransferases; induced by oleate in an OAF1/PIP2-dependent manner; promoter contains an oleate response element consensus sequence; non-essential gene
YJL217W	S000003753	ORF	Verified		chromosome 10		NA	1996-07-31	1996-07-31	Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle
YJL216C	S000003752	ORF	Verified	oligo-1,6-glucosidase IMA5	chromosome 10		NA	1996-07-31	1996-07-31	Alpha-glucosidase; specificity for isomaltose, maltose, and palatinose, but not alpha-methylglucoside; most distant member of the IMA isomaltase family, but with similar catalytic properties as Ima1p and Ima2p; not required for isomaltose utilization, but Ima5p overexpression allows the ima1 null mutant to grow on isomaltose; can cleave alpha-1,3 linkage of nigerose and turanose and alpha-1,5 linkage of leucrose and is very sensitive to temperature in vitro
YJL215C	S000003751	ORF	Dubious		chromosome 10		NA	1996-07-31	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YJL214W	S000003750	ORF	Verified	hexose transporter HXT8	chromosome 10	L000000842	NA	1996-07-31	1996-07-31	Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose
YJL213W	S000003749	ORF	Verified		chromosome 10		NA	1996-07-31	1996-07-31	Protein of unknown function that may interact with ribosomes; periodically expressed during the yeast metabolic cycle; phosphorylated in vitro by the mitotic exit network (MEN) kinase complex, Dbf2p/Mob1p
YJL212C	S000003748	ORF	Verified	oligopeptide transporter OPT1|GSH11|HGT1	chromosome 10		NA	1996-07-31	1996-07-31	Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family
YJL210W	S000003746	ORF	Verified	ubiquitin-protein ligase peroxin 2|PAS5|CRT1	chromosome 10	L000000422|L000003076	NA	1996-07-31	1996-07-31	RING-finger peroxin and E3 ubiquitin ligase; peroxisomal membrane protein with a C-terminal zinc-binding RING domain, forms translocation subcomplex with Pex10p and Pex12p which functions in peroxisomal matrix protein import
YJL211C	S000003747	ORF	Dubious		chromosome 10		NA	1996-07-31	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL210W/PEX2
YJL209W	S000003745	ORF	Verified		chromosome 10	L000000224	NA	1996-07-31	1996-07-31	Mitochondrial protein, regulator of COB mRNA stability and translation; interacts with the 5'-untranslated region of the COB mRNA; found in a complex at the inner membrane along with Pet309p; localizes to mitochondrial foci upon DNA replication stress
