Feature name (mandatory)	Gene name (locus name)	Chromosome	Start Coordinate	Stop Coordinate	Strand	Description	rep("Candida glabrata", nrow(inter))	paste0("http://www.candidagenome.org/cgi-bin/locus.pl?dbid=", 
C1_00470C_B		Ca22chr1B_C_albicans_SC5314	75384	74059	C	Ortholog(s) have role in N-acylethanolamine metabolic process, N-acylphosphatidylethanolamine metabolic process and integral component of mitochondrial inner membrane localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000200494
C1_00480C_A	GCN20	Ca22chr1A_C_albicans_SC5314	77828	75573	C	YEF3-subfamily ABC family protein, predicted not to be a transporter	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181616
C1_00480C_B	GCN20	Ca22chr1B_C_albicans_SC5314	77831	75576	C	YEF3-subfamily ABC family protein, predicted not to be a transporter	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195789
C1_00490C_A	TTR1	Ca22chr1A_C_albicans_SC5314	78367	78008	C	Putative glutaredoxin; described as a glutathione reductase; induced by human neutrophils and benomyl treatment; alkaline repressed; regulated by Gcn2 and Gcn4; required for virulence in mouse model; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190988
C1_00490C_B	TTR1	Ca22chr1B_C_albicans_SC5314	78370	78011	C	Putative glutaredoxin; described as a glutathione reductase; induced by human neutrophils and benomyl treatment; alkaline repressed; regulated by Gcn2 and Gcn4; required for virulence in mouse model; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175373
C1_00500C_A	GLO1	Ca22chr1A_C_albicans_SC5314	79669	78641	C	Putative monomeric glyoxalase I; oxidative stress-induced via Cap1; flow model and rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175730
C1_00500C_B	GLO1	Ca22chr1B_C_albicans_SC5314	79672	78644	C	Putative monomeric glyoxalase I; oxidative stress-induced via Cap1; flow model and rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000192087
C1_00510W_A		Ca22chr1A_C_albicans_SC5314	80124	81053	W	Ortholog(s) have 3-methyl-2-oxobutanoate hydroxymethyltransferase activity, role in pantothenate biosynthetic process, respiratory chain complex IV assembly and mitochondrion localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175867
C1_00510W_B		Ca22chr1B_C_albicans_SC5314	80127	81056	W	Ortholog(s) have 3-methyl-2-oxobutanoate hydroxymethyltransferase activity, role in pantothenate biosynthetic process, respiratory chain complex IV assembly and mitochondrion localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183601
C1_00520W_A		Ca22chr1A_C_albicans_SC5314	81233	81901	W	Ortholog(s) have phosphatase activity and role in dephosphorylation	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184166
C1_00520W_B		Ca22chr1B_C_albicans_SC5314	81236	81904	W	Ortholog(s) have phosphatase activity and role in dephosphorylation	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196743
C1_00530C_A		Ca22chr1A_C_albicans_SC5314	84558	82117	C	Ortholog of C. dubliniensis CD36 : Cd36_00460, C. parapsilosis CDC317 : CPAR2_800010, Candida tenuis NRRL Y-1498 : CANTEDRAFT_125085 and Debaryomyces hansenii CBS767 : DEHA2D09086g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174026
C1_00530C_B		Ca22chr1B_C_albicans_SC5314	84561	82120	C	Ortholog of C. dubliniensis CD36 : Cd36_00460, C. parapsilosis CDC317 : CPAR2_800010, Candida tenuis NRRL Y-1498 : CANTEDRAFT_125085 and Debaryomyces hansenii CBS767 : DEHA2D09086g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185456
C1_00540C_A		Ca22chr1A_C_albicans_SC5314	87248	85080	C	Protein with a Bul1 domain; binds the ubiquitin ligase Rsp5 and is involved in intracellular trafficking of a general amino acid permease Gap1; repressed in an azole-resistant strain overexpressing MDR1; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201663
C1_00540C_B		Ca22chr1B_C_albicans_SC5314	87251	85083	C	Protein with a Bul1 domain; binds the ubiquitin ligase Rsp5 and is involved in intracellular trafficking of a general amino acid permease Gap1; repressed in an azole-resistant strain overexpressing MDR1; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182026
C1_00550W_A	CIS2	Ca22chr1A_C_albicans_SC5314	87900	89810	W	Putative role in regulation of biogenesis of the cell wall; upregulated in biofilm; Gcn4p-regulated	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184736
C1_00550W_B	CIS2	Ca22chr1B_C_albicans_SC5314	87903	89813	W	Putative role in regulation of biogenesis of the cell wall; upregulated in biofilm; Gcn4p-regulated	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196414
C1_00560W_A	CNS1	Ca22chr1A_C_albicans_SC5314	90099	91271	W	Putative co-chaperone; Hap43p-induced gene; mutation confers hypersensitivity to radicicol	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195791
C1_00560W_B	CNS1	Ca22chr1B_C_albicans_SC5314	90102	91274	W	Putative co-chaperone; Hap43p-induced gene; mutation confers hypersensitivity to radicicol	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000177953
C1_00570C_A		Ca22chr1A_C_albicans_SC5314	93694	91310	C	Ortholog(s) have protein kinase activator activity, role in protein phosphorylation, regulation of cytokinesis and chromosome passenger complex, kinetochore microtubule, spindle midzone localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191339
C1_00570C_B		Ca22chr1B_C_albicans_SC5314	93697	91313	C	Ortholog(s) have protein kinase activator activity, role in protein phosphorylation, regulation of cytokinesis and chromosome passenger complex, kinetochore microtubule, spindle midzone localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184031
C1_00580W_A		Ca22chr1A_C_albicans_SC5314	93970	94899	W	Protein of unknown function; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186327
C1_00580W_B		Ca22chr1B_C_albicans_SC5314	93973	94902	W	Protein of unknown function; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187835
C1_00590W_A	TUF1	Ca22chr1A_C_albicans_SC5314	95214	96494	W	Translation elongation factor TU; macrophage/pseudohyphal-induced; repressed upon phagocytosis by murine macrophage; levels decrease in stationary phase cells; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198818
C1_00590W_B	TUF1	Ca22chr1B_C_albicans_SC5314	95217	96497	W	Translation elongation factor TU; macrophage/pseudohyphal-induced; repressed upon phagocytosis by murine macrophage; levels decrease in stationary phase cells; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186251
C1_00600W_A	APC1	Ca22chr1A_C_albicans_SC5314	96816	101423	W	Putative Anaphase-Promoting Complex/Cyclosome subunit; essential for growth; periodic mRNA expression, peak at cell-cycle S/G2 phase	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196687
C1_00600W_B	APC1	Ca22chr1B_C_albicans_SC5314	96819	101426	W	Putative Anaphase-Promoting Complex/Cyclosome subunit; essential for growth; periodic mRNA expression, peak at cell-cycle S/G2 phase	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191521
C1_00610W_A	PSD1	Ca22chr1A_C_albicans_SC5314	101751	103523	W	Phosphatidylserine decarboxylase; involved in phosphatidylethanolamine synthesis; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000188438
C1_00610W_B	PSD1	Ca22chr1B_C_albicans_SC5314	101754	103526	W	Phosphatidylserine decarboxylase; involved in phosphatidylethanolamine synthesis; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195561
C1_00620W_A	MOB2	Ca22chr1A_C_albicans_SC5314	103868	104809	W	Mob1/phocein domain protein of RAM signaling network; cell wall integrity; role in cell separation, cortical actin polarization; required for hyphal growth; phosphorylated by Cdc28 on hyphal induction; activates Cbk1; mRNA binds She3	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186024
C1_00620W_B	MOB2	Ca22chr1B_C_albicans_SC5314	103871	104812	W	Mob1/phocein domain protein of RAM signaling network; cell wall integrity; role in cell separation, cortical actin polarization; required for hyphal growth; phosphorylated by Cdc28 on hyphal induction; activates Cbk1; mRNA binds She3	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194850
C1_00630W_A		Ca22chr1A_C_albicans_SC5314	105179	106924	W	Ortholog(s) have mitochondrial membrane localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191678
C1_00630W_B		Ca22chr1B_C_albicans_SC5314	105182	106927	W	Ortholog(s) have mitochondrial membrane localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179177
C1_00640C_A	RPO41	Ca22chr1A_C_albicans_SC5314	111027	107125	C	Putative mitochondrial RNA polymerase; repressed in core stress response; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185076
C1_00640C_B	RPO41	Ca22chr1B_C_albicans_SC5314	111030	107128	C	Putative mitochondrial RNA polymerase; repressed in core stress response; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189543
C1_00650C_A	SNF7	Ca22chr1A_C_albicans_SC5314	112251	111571	C	ESCRT III complex protein; role in proteolytic activation of Rim101 and Rim8 processing/activation; separable roles in RIM101 pathway and in transport from MVB to vacuole; involved in echinocandin and azole sensitivity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187201
C1_00650C_B	SNF7	Ca22chr1B_C_albicans_SC5314	112254	111574	C	ESCRT III complex protein; role in proteolytic activation of Rim101 and Rim8 processing/activation; separable roles in RIM101 pathway and in transport from MVB to vacuole; involved in echinocandin and azole sensitivity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195382
C1_00660C_A		Ca22chr1A_C_albicans_SC5314	113801	112788	C	Ortholog(s) have SNAP receptor activity and role in ER to Golgi vesicle-mediated transport, Golgi organization, intra-Golgi vesicle-mediated transport, vesicle fusion with Golgi apparatus	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185526
C1_00660C_B		Ca22chr1B_C_albicans_SC5314	113804	112791	C	Ortholog(s) have SNAP receptor activity and role in ER to Golgi vesicle-mediated transport, Golgi organization, intra-Golgi vesicle-mediated transport, vesicle fusion with Golgi apparatus	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199997
C1_00670C_A	UGA32	Ca22chr1A_C_albicans_SC5314	115878	114127	C	Predicted Zn(II)2Cys6 transcription factor; has similarity to S. cerevisiae Uga3, a transcription factor involved in the regulation of gamma-aminobutyrate metabolism genes; rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195594
C1_00670C_B	UGA32	Ca22chr1B_C_albicans_SC5314	115881	114130	C	Predicted Zn(II)2Cys6 transcription factor; has similarity to S. cerevisiae Uga3, a transcription factor involved in the regulation of gamma-aminobutyrate metabolism genes; rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183764
C1_00680W_A	ASM3	Ca22chr1A_C_albicans_SC5314	117319	119442	W	Putative secreted acid sphingomyelin phosphodiesterase; possible Kex2 substrate; transcript increased in an azole-resistant strain that overexpresses MDR1; flow model biofilm induced; F-12/CO2 early biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190930
C1_00680W_B	ASM3	Ca22chr1B_C_albicans_SC5314	117322	119445	W	Putative secreted acid sphingomyelin phosphodiesterase; possible Kex2 substrate; transcript increased in an azole-resistant strain that overexpresses MDR1; flow model biofilm induced; F-12/CO2 early biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000178232
C1_00690W_A	RIC1	Ca22chr1A_C_albicans_SC5314	119767	122808	W	Ortholog of S. cerevisiae Ric1 guanyl-nucleotide exchange factor; mutant is viable; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199231
C1_00690W_B	RIC1	Ca22chr1B_C_albicans_SC5314	119770	122811	W	Ortholog of S. cerevisiae Ric1 guanyl-nucleotide exchange factor; mutant is viable; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187062
C1_00700W_A		Ca22chr1A_C_albicans_SC5314	123066	123431	W	Protein of unknown function; repressed by nitric oxide	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176204
C1_00700W_B		Ca22chr1B_C_albicans_SC5314	123069	123434	W	Protein of unknown function; repressed by nitric oxide	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198566
C1_00710C_A	TUB2	Ca22chr1A_C_albicans_SC5314	125597	123869	C	Beta-tubulin; functional homolog of ScTub2; overproduction makes S. cerevisiae inviable; has two introns; GlcNAc, hypha fluconazole-induced; slow growth, ectopic expression increases white-to opaque switch; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176403
C1_00710C_B	TUB2	Ca22chr1B_C_albicans_SC5314	125599	123871	C	Beta-tubulin; functional homolog of ScTub2; overproduction makes S. cerevisiae inviable; has two introns; GlcNAc, hypha fluconazole-induced; slow growth, ectopic expression increases white-to opaque switch; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000188783
C1_00720W_A	tP(UGG)3	Ca22chr1A_C_albicans_SC5314	126521	126612	W	tRNA-Pro, predicted by tRNAscan-SE; UGG anticodon	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185033
C1_00720W_B	tP(UGG)3	Ca22chr1B_C_albicans_SC5314	126523	126614	W	tRNA-Pro, predicted by tRNAscan-SE; UGG anticodon	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174994
C1_00730C_A	CMP1	Ca22chr1A_C_albicans_SC5314	128620	126791	C	Catalytic subunit of calcineurin (Ca[2+]-calmodulin-regulated S/T protein phosphatase); required for wild-type virulence, resistance to high pH, Na(+), Li(+), Mn(2+), and fluconazole tolerance; micafungin is fungicidal to null mutant	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201614
C1_00730C_B	CMP1	Ca22chr1B_C_albicans_SC5314	128621	126792	C	Catalytic subunit of calcineurin (Ca[2+]-calmodulin-regulated S/T protein phosphatase); required for wild-type virulence, resistance to high pH, Na(+), Li(+), Mn(2+), and fluconazole tolerance; micafungin is fungicidal to null mutant	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199444
C1_00740C_A	SPE1	Ca22chr1A_C_albicans_SC5314	130681	129260	C	Ornithine decarboxylase; enzyme of polyamine biosynthesis; mutant is viable; functionally complements polyamine auxotrophy of S. cerevisiae spe1 mutant; downregulated upon adherence to polystyrene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182839
C1_00740C_B	SPE1	Ca22chr1B_C_albicans_SC5314	130682	129261	C	Ornithine decarboxylase; enzyme of polyamine biosynthesis; mutant is viable; functionally complements polyamine auxotrophy of S. cerevisiae spe1 mutant; downregulated upon adherence to polystyrene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199783
C1_00750C_A	VPS27	Ca22chr1A_C_albicans_SC5314	133938	131413	C	Putative ESCRT-0 complex protein with a role in multivesicular body (MVB) trafficking	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186855
C1_00750C_B	VPS27	Ca22chr1B_C_albicans_SC5314	133938	131413	C	Putative ESCRT-0 complex protein with a role in multivesicular body (MVB) trafficking	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195787
C1_00760W_A		Ca22chr1A_C_albicans_SC5314	134254	134913	W	Protein of unknown function; transcript detected on high-resolution tiling arrays	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195596
C1_00760W_B		Ca22chr1B_C_albicans_SC5314	134255	134917	W	Protein of unknown function; transcript detected on high-resolution tiling arrays	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186083
C1_00770C_A	ROT1	Ca22chr1A_C_albicans_SC5314	136436	135654	C	Similar to S. cerevisiae Rot1p, which is involved in cell wall 1,6-beta-glucan biosynthesis; has predicted transmembrane region; possibly an essential gene, disruptants not obtained by UAU1 method	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184365
